class,problem,code,answer
7,들이가 1600 밀리리터 인 수통과 들이가 2400 밀리리터 인 주스병에 물을 가득 채운 후 바가지에 옮겨 담았더니 바가지가 가득 찼습니다. 들이가 5000 밀리리터 인 주전자와 양동이 중에서 어느 것의 들이가 더 큽니까?,"a = 1600
b = 2400
c = 5000
dict = {'양동이': a + b, '주전자': c}
y = max(dict, key=dict.get)
print(y)",주전자
1,혁준이는 문방구에서 5권에 4000원인 공책 한 개과 파일 한 개를 사고 3000원을 냈습니다. 거스름돈으로 500원을 받았다면 파일 한 개의 값은 얼마인지 구하시오.,"a = 5
b = 4000
c = 2800
d = 300
y = c - d - (b // a)
print(y)",1700
3,1부터 9까지의 자연수 중에서 다음식 10－24÷3＋3＞A 을 만족하는 수는 몇개입니까?,"a = 10 - 24//3 + 3
b = 1
c = 9
y = 0
for i in range(b, c + 1):
    if i < a:
        y += 1
print(y)",4
1,민호의 저금통에는 9000원이 있습니다. 오늘부터 매일 300원씩 110일 동안 저금한다면 모두 얼마가 되는지 구하세요.,"a = 9000
b = 300
c = 10
y = a + (b * c)
print(y)",12000
4,"수 15, 15.1, 15.2, 16 가 있습니다. 이중에서, 15를 초과하는 수는 모두 몇 개인가요?","a = [15, 15.1, 15.2, 16]
b = 15
y = 0
for i in a :
    if i > b :
        y += 1
print(y)",3
1,분필이 한 상자에 12개씩 들어 있습니다. 50상자에 들어 있는 분필은 모두 몇 개입니까?,"a = 12
b = 50
y = a * b
print(y)",600
1,한 줄에 18명씩 10줄에 서 있는 학생들을 한 줄에 5명씩 다시 세운다면 총 몇 줄로 세울 수 있을까요?,"a = 18
b = 10
c = 5
y = a * b // c
print(y)",36
5,"10 이 5 개, 1 이 6 개, 0.1 이 2 개, 0.01 이 12개인 수는 무엇인지 알맞은 소수를 구하시오","a = 10 * 5
b = 1 * 6
c = 0.1 * 2
d = 0.01 * 12
y = a + b + c + d
print(""{:.2f}"".format(y))",56.32
2,"학교에서 수학, 국어, 영어, 과학, 사회의 순서로 시험을 봤습니다. 4번째로 시험을 본 과목은 무엇입니까?","a = ['수학', '국어', '영어', '과학', '사회']
b = 4
y = a[b - 1]
print(y)",과학
1,"운동장에 남학생이 32명, 여학생이 26명 있습니다. 이 중 체육복을 입은 학생이 34명이라면 체육복을 입지 않은 학생은 모두 몇 명일 지 구해보세요.","a = 32
b = 26
c = 34
y = a + b - c
print(y)",24
4,"숫자 46, 35, 18, 21, 45가 있습니다. 가장 큰 수와 두 번째로 큰 수의 곱을 구하시오.","a = [46, 35, 18, 21, 45]
y = sorted(a)[-1] * sorted(a)[-2]
print(y)",2070
4,"5장의 숫자 카드 1,2,3,4,5 중에서, 2장을 뽑아 한 번씩만 사용하여 두 자리 수를 만들 때, 9로도 똑같이 나누어지고 5로도 똑같이 나누어지는 수를 구하시오. ","from itertools import permutations
a = ['1', '2', '3', '4', '5']
b = 2
c = list(map(int, list((map(''.join, permutations(a,b))))))  
d = 9
e = 5
y = 0
for i in c :
    if (i % d == 0) and (i % e == 0):
        y = i
print(y)",45
1,종호네 반 학생 48명을 한 모둠에 8명씩 나누려고 합니다. 몇 모둠으로 나눌 수 있을까요?,"a = 48
b = 8
y = int(a // b)
print(y)",6
8,길이가 5cm인 종이 5장을 2cm씩 겹쳐서 길게 이어 붙이려고 합니다. 이어 붙인 종이의 길이는 총 몇cm 입니까?,"a = 5
b = 5
c = 2
y = a * b - c * (b - 1)
print(y)",17
1,5.6 x 7의 계산결과를 구하시오,"a = 5.6
b = 7
y = a * b
print(""{:.2f}"".format(y))",39.20
1,비커 한 개에 담을 수 있는 물의 양은 500mL입니다. 비커가 6개 있다면 담을 수 있는 물의 양은 총 몇 mL일까요?,"a = 500
b = 6
y = a * b
print(y)",3000
8,"가로 15센티미터, 세로 12센티미터, 높이가 13센티미터인 직육면체의 모든 모서리의 길이의 합은 몇 센티미터입니까?","a = 15
b = 12
c = 13
y = (a + b + c) * 4
print(y)",160
1,민국이네 반 학생들에게 연필을 5자루씩 나누어 주었더니 12명에게 주고 4자루가 남았습니다. 처음에 있던 연필은 모두 몇 개일까요?,"a = 5
b = 12
c = 4
y = a * b + c
print(y)",64
8,"가로가 10cm, 세로가 5m인 직사각형 네 변 길이의 합은 세로 길이의 몇 배인가요?","a = 10
b = 5
y = (a + b) * 2 // b
print(y)",6
1,휘발유 3L로 45.1km를 달리는 트럭이 있습니다. 이 트럭은 휘발유 1L로 몇 km를 달릴 수 있을까요?,"a = 3
b = 45.1
c = 1
y = b / (a / c)
print(""{:.2f}"".format(y))",15.03
7,"영철이는 철사 전체의 9/16를 사용하고, 대한이는 영철이가 사용하고 남은 철사를 모두 사용하였습니다. 철사를 더 적게 사용한 사람은 누구입니까?","a = 9 / 16
b = 1 - a
dicts = {'영철': a, '대한': b}
y = min(dicts, key=dicts.get)
print(y)",대한
6,어떤 수는 36의 3/9입니다. 어떤 수와 17/4의 곱은 얼마입니까?,"a = 36
b = 3 / 9 
c = 17 / 4
y = int(a * b * c)
print(y)",51
4,6/9와 크기가 같은 분수 중에서 분모가 34인 분수의 분모와 분자의 합을 구하세요.,"a = 6/9
b = 34
y = int((a * b) + b)

print(y)",56
7,"지수는 2과 3의 주사위 눈을 갖고 있고, 재희은 1과 6의 주사위 눈을 갖고 있고, 준혜는 4와 5의 주사위 눈을 갖고 있습니다. 가지고 있는 눈의 수의 합이 가장 큰 사람은 누구인가요?","a = 2
b = 3
c = 1
d = 6
e = 4
f = 5
dicts = {'지수': a + b, '재희': c + d, '준혜': e + f}
y = max(dicts, key=dicts.get)
print(y)",준혜
5," 도서관에 똑같은 책장이 30개 있습니다. 각 책장은 5층이고, 각 층마다 꽂혀있는 책의 수는 같습니다. 동화책은 어느 책장의 한 층의 왼쪽에서 3번째, 오른쪽에서 12번째에 꽂혀 있습니다. 도서관에 있는 책은 총 몇 권입니까?","a = 30
b = 5
c = 3
d = 12
y = (c + d - 1) * b * a
print(y)",2100
3,"숫자 카드 5, 1, 9, 6 가 있습니다. 카드 2장을 뽑아 한 번씩만 사용하여 만든 두 자리 수를 5로 나누었을 때 몫이 가장 작은 나눗셈식의 몫을 구해보시오. ","from itertools import permutations

a = ['5', '1', '9', '6']
b = 5
c = list(map(''.join, permutations(a, 2)))
e = []
for i in c:
    if int(i) % b == 0:
        e.append(int(i) // b)
y = min(e)
print(y)",3
5,7로 어떤 수를 나누었더니 몫이 3이 되었습니다. 어떤 수는 얼마입니까?,"a = 7
b = 3
y = a * b
print(y)",21
8,길이 3미터의 신문지 10장을 이어 붙인 신문지의 길이는 몇 미터 인지 구하세요.,"a = 3
b = 10
y = a * b
print(y)",30
5,두 자리 수 A2을 5로 곱하면 60이라고합니다. A는 얼마일까요?,"a = 60
b = 5
c = a // b
y = int(str(c)[0])
print(y)",1
4,"숫자 66, 55, 44, 33 가 있습니다. 이중에서, 가장 큰 수와 가장 작은 수의 곱을 구하시오.","a = [66, 55, 44, 33]
y = max(a) * min(a)
print(y)",2178
1,"양팔 저울의 한쪽에는 동화책 한 권을 올려놓고, 다른 쪽에는 0.6 kg 짜리 추 1개와 0.3 kg 짜리 추 5 개 를 올려놓았더니 수평이 딱 맞았습니다. 동화책 한 권의 무게는 몇 kg 입니까?","a = 0.6
b = 0.3
c = 5
y = a + (b * c)
print(""{:.2f}"".format(y))",2.10
1,토마토가 한 봉지에 24개씩 들어 있습니다. 토마토가 15봉지 있다면 토마토는 총 몇 개 있을까요?,"a = 24
b = 15
y = a * b
print(y)",360
4,1/6과 크기가 같은 분수 중에서 분모가 30보다 크고 48보다 작은 분수의 개수를 구하시오.,"a = 6
b = 30
c = 48
y = c // a - b // a
print(y)",3
1,"현아는 줄넘기를 오전에 120회, 오후에 173회 했습니다. 현아는 오늘 줄넘기를 모두 몇 회 했는지 구해보시오.","a = 120
b = 173
y = a + b
print(y)",293
8,한 변의 길이가 5센티미터인 정삼각형이 있습니다. 이 삼각형의 둘레 몇 센티미터입니까?,"a = 5
b = 3
y = a * b
print(y)",15
6,4에 어떤수를 곱해야 할 것을 잘못하여 6에 어떤수를 곱했더니 42가 되었습니다. 바르게 계산하면 얼마인지 구하세요.,"a = 4
b = 6
c = 42
y = (c // b) * a
print(y)",28
8,"벽에 한 변의 길이가 3.91미터인 정사각형 모양의 벽화를 그렸다면, 벽화의 넓이는 몇 제곱미터인가요?","a = 3.91
y = a ** 2
print(""{:.2f}"".format(y))",15.29
5,"일의 자리 숫자가 2, 소수 첫째 자리 숫자가 1 , 소수 둘째 자리 숫자가 5인 소수 두 자리 수의 100 배는 얼마입니까?","a = 2
b = 1 * 0.1
c = 5 * 0.01
d = 100
e = a + b + c
y = int(d * e)
print(y)",215
6,"어떤 수에 10를 더한 후 2를 곱하고, 11를 뺀 값을 3으로 나눈 값이 43이라고 할때, 어떤 수는 얼마입니까?","a = 10
b = 2
c = 11
d = 3
e = 43
y = (e * d + c) // b - a
print(y)",60
1,지효의 나이는 40살입니다. 언니의 나이는 승주의 나이의 6/5입니다. 언니의 나이는 몇 살일까요?,"a = 40
b = 6 / 5
y = int(a * b)
print(y)",48
1,어느 놀이공원의 어른 입장권은 35000 원입니다. 어린이는 어른 입장권 금액의 3/7 만큼만 내면 된다고 합니다. 어린이 입장권 5 장을 사려면 얼마를 지불해야 할까요?,"a = 35000
b = 3/7
c = 5
y = int(a * b * 3)
print(y)",45000
7,152 센티미터인 영아의 키를 민수는 155센티미터으로 어림하였고 증수는 150센티미터로 어림하였습니다. 둘 중에 누가 더 가깝게 어림하였는지 구하세요.,"a = 152
b = 155
c = 150
dicts = {'민수': abs(a - b), '중수': abs(a - c)}
y = min(dicts, key=dicts.get)
print(y)",중수
1,(75＋5)÷15＋6×3을 계산한 값을 구해보세요.,"y = (75 + 5) // 2 + 6 * 3
print(y)",58
1,"빵집에서 쿠키는 한 봉지에 10개씩, 슈는 한 봉지에 8개씩 담아서 팔고 있습니다. 쿠키 5봉지 슈 2봉지를 샀다고 했을 때, 쿠키와 슈의 개수의 합은 몇 개입니까?","a = 10
b = 9
c = 5
d = 2
y = a * c + b * d
print(y)",68
3,"3장의 숫자 2,4,6 중에서, 이를 한 번씩만 사용하여 몫이 가장 큰 나눗셈식을 만들려고 합니다. 몫은 얼마인가요?","from itertools import permutations

a = ['2', '4', '6']
b = 2
c = int(max(map(''.join, permutations(a, b))))
d = int(min(map(''.join, permutations(a, b - 1))))
y = c // d
print(y)",32
1,새봄이가 같은 크기의 식빵 4개를 만드는 데 13.2g의 이스트를 사용하였습니다. 식빵 한 개를 만드는 데 사용한 이스트는 몇 g일까요?,"a = 4
b = 13.2
y = b / a
print(""{:.2f}"".format(y))",3.30
8,"가로가 19cm, 세로가 12cm인 직사각형을 한 번 잘라서 가장 큰 정사각형을 만들었습니다. 정사각형을 만들고 남은 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 19
b = 12
c = a - b
y = (b + c) * 2
print(y)",38
1,서울시는 25일 오전 11시 지역 전체에 초미세 먼지 주의보를 발령했다. 현재 서울시의 초미세 먼지 농도는 A마이크로그램으로 이는 우리나라 환경부의 초미세 먼지 24시간 기준치인 35 마이크로그램의 4.5배라고 한다. 그렇다면 서울시의 현재 초미세먼지 농도는 몇 마이크로그램인가?,"a = 35
b = 4.5
y = int(a * b)
print(y)",157
1,은정이는 문구점에서 한 장에 290원인 도화지를 34장 샀습니다. 은정이가 산 도화지의 가격은 총 얼마인지 알아보시오.,"a = 290
b = 34
y = a * b
print(y)",9860
8,"가로가 12cm, 세로가 13cm인 직사각형을 한 번 잘라서 가장 큰 정사각형을 만들었습니다. 정사각형을 만들고 남은 직사각형의 둘레는 몇 cm인지 구하시오.","a = 12
b = 13
c = a - b
y = (b + c) * 2
print(y)",24
1,도하는 짬뽕을 어제는 전체의 0.34만큼 먹었고 오늘은 어제 먹은 양의 0.4만큼 먹었습니다. 도하가 오늘 먹은 양은 전체의 몇 분의 몇인가요?,"a = 0.34
b = 0.4
y = a * b
print(""{:.2f}"".format(y))",0.14
1,길이가 45m 인 도로의 양쪽에 3 m 간격으로 튤립을 심으려고 합니다. 시작 부분과 끝 부분에 모두 튤립을 심는다면 모두 몇 모종이 필요할까요 ?,"a = 45
b = 3
y = a // b * 2
print(y)",30
8,정팔각형의 한 변의 길이는 15cm입니다. 이 정팔각형과 둘레가 같은 정시각형의 한 변의 길이는 몇 cm인가요?,"a = 4
b = 8
c = 15
y = c * b // a
print(y)",30
3,"숫자 카드 1, 5, 9, 2, 3을 한 번씩 사용하여 만들 수 있는 다섯 자리 수 중 가장 큰 수를 구하시오.","from itertools import permutations

a = ['1', '5', '9', '2', '3']
y = int(max(map(''.join, permutations(a, 5))))
print(y)",95321
5,"5와 7의 곱에서 어떤 수와 6의 합을 4로 나눈 몫을 빼면 26이 나온다면, 어떤 수는 무엇인가요?","a = 5
b = 7
c = 6
d = 4
e = 26
y = (a * b - e) * d - c
print(y)",30
8,성수는 과학 실험에 사용하기 위해 한 변의 길이가 30cm인 정사각형 모양의 거름종이를 반으로 접어 접힌 선을 따라 잘랐습니다. 자른 모양 1개의 둘레는 몇 cm일까요?,"a = 30
y = 2 * (a + a // 2)
print(y)",90
8,세 변의 길이의 합이 99cm인 정삼각형의 한 변의 길이는 몇 cm일까요?,"a = 99
b = 3
y = a // b
print(y)",33
8,부피가 1 세제곱센티미터인 쌓기나무를 한 층에 32개씩 쌓아 부피가 1600세제곱센티미터인 직육면체를 만들었습니다. 이 직육면체의 쌓기나무는 몇 층으로 쌓여 있습니까?,"a = 1600
b = 32
y = int(a // b)
print(y)",50
3,"4장의 숫자 카드 3, 5, 7, 2 중에서, 3장을 뽑아 한 번씩만 사용하여 AB/C와 같은 나눗셈식을 만들려고 합니다. 만든 나눗셈의 몫이 가장 작을 때의 몫을 구하시오. ","from itertools import permutations

a = ['3', '5', '7', '2']
b = 3
c = int(min(map(''.join, permutations(a, b - 1))))
d = int(max(map(''.join, permutations(a, b - 2))))
y = c // d
print(y)",3
1,"가위바위보는 세계 여러 나라에서 즐기는 놀이로 인도에서는 코끼리, 인간, 개미가 등장하고 영국에서는 돌, 종이, 가위가 등장합니다. 8이 가위바위보를 합니다. 모두 보를 냈을 때 펼친 손가락은 모두 몇 개인지 답을 구하여 보세요.","a = 8
b = 5
y = a * b
print(y)",40
4,"두 수 A, B가 있습니다. A와 B의 최대공약수는 9입니다. 2, 7, 15, 35, 109 중 A와 B의 공약수인 수를 찾아보세요.","a = [2, 7, 15, 35, 109]
b = 6
for i in a:
    if b % i == 0:
        y = i
print(y)",2
1,"주스 12.8리터를 4명이 똑같이 나누어 마시려고 한다면, 한 사람이 몇 리터씩 마실 수 있을까요?","a = 12.8
b = 4
y = a / b
print(""{:.2f}"".format(y))",3.20
8,"가로가 세로의 4배인 직사각형의 가로가 0.28m 일 때, 넓이는 몇 제곱미터인지 소수점 둘째자리까지 구하시오","a = 4
b = 4
c = 0.28
y = c * (c / a)
print(""{:.2f}"".format(y))",0.02
1,"어느 공장에 연필이 10000자루씩 6상자, 1000자루씩 3상자, 100자루씩 1상자, 10자루씩 8상자가 있다면, 이 공장에 있는 연필은 모두 몇 자루인가요?","a = 10000 * 6
b = 1000 * 3
c = 100 * 1
d = 10 * 8
y = a + b + c + d
print(y)",63180
1,"단추 한 개를 다는 데 50센티미터의 실이 사용됩다면, 450센티미터의 실로 최대 몇 개의 단추를 달 수 있습니까?","a = 50
b = 450
y = b // a
print(y)",9
1,준영이는 아버지와 함께 얼음낚시를 하러 갔습니다. 아버지의 낚싯줄은 1 m 56 cm이고 준 영이의 낚싯줄은 119 cm입니다. 아버지의 낚싯줄은 준영이의 낚싯줄보다 몇 센티미터 더 긴지 구해보시오?,"a = 1 * 100 + 56
b = 119
y = a - b
print(y)",37
1,"강아지 한마리는 다리가 4개입니다. 강아지의 다리가 84개 있다면, 강아지는 총 몇마리입니까?","a = 4
b = 84
y = b // a
print(y)",21
8,"가로가 42cm , 세로가 36cm 인 색종이를 가로 7cm 세로 6cm 모양으로 자른다면 몇 개를 만들 수 잇습니까?","a = 42
b = 36
c = 7
d = 6
y = (a // c) * (b // d)
print(y)",36
1,수호는 시장에서 2.4kg짜리 수박과 1.5kg짜리 호박을 샀습니다. 수호가 산 수박과 호박의 무게를 합하면 몇 kg인가요?,"a = 2.4
b = 1.5
y = a + b
print(""{:.2f}"".format(y))",3.90
1,1.56L짜리 주스 5병이 있습니다. 이 주스를 컵 한 개에 0.21L씩 모두 나누어 담으려고 합니다. 필요한 컵은 몇 개가 될까요?,"a = 1.56
b = 5
c = 0.21
y = int(a * b / c)
print(y)",37
5,"두 수A,B의 합은 12이고 차는 4입니다. 두 수 A,B의 곱을 구하시오.","a = 12
b = 4
y = ((a + b) // 2) * (a - (a + b) // 2)
print(y)",32
5,두 수가 있습니다. 두 수의 합은 48이고 큰 수를 작은 수로 나누면 몫이 3입니다. 두 수를 큰 수에서 작은 수로 빼면 얼마입니까?,"a = 48
b = 3
y = int((a / (b + 1))*b - a / (b + 1))
print(y)",24
1,"사슴의 다리는 4개, 말의 다리는 4개입니다. 농장에는 사슴이 40 마리, 말이 35 마리 있습니다. 농장에 있는 사슴과 말의 다리는 모두 몇 개 일까요?","a = 4
b = 4
c = 40
d = 35
y = a * c + b * d
print(y)",300
1,"진우네 과수원에서 배를 10000개 수확하여 남김없이 한 상자에 200개씩 모두 담았다면, 배를 담은 상자는 모두 몇 상자일까요?","a = 10000
b = 200
y = int(a // b)
print(y)",50
1,"사탕 공장에서 사탕을 500개 만들었습니다. 이것을 12개씩 포장한다면, 포장하고 남은 사탕은 몇 개인가요?","a = 500
b = 12
y = a % b
print(y)",8
3,"1부터 9까지의 수 중에서, 다음 식 60 * A < 33 * 11을 만족하는 수는 모두 몇 개입니까?","a = 1
b = 9
c = 60
d = 33 * 11
y = 0
for i in range(a, b + 1):
    if i < d / c:
        y += 1
print(y)",6
1,철수는 한 개에 500원씩 하는 딱지를 20개 사려고 합니다. 철수는 얼마가 필요합니까?,"a = 500
b = 20
y = a * b
print(y)",10000
5,다음 식 25/5 = 50/A 을 만족하는 A를 구하시오.,"a = 25
b = 5
c = 50
y = c // (a // b)
print(y)",10
